actual_end_date,actual_start_date,approval_status,requester_group,summary,change_id,priority,modified_date,product_affected,change_closed_by_date_central,Success_Code,impact,modified_date_central,planned_start_date,type,date_created_central,business_risk_aots,reason_aots,planned_end_date,planned_start_central_date,employee_status,customercode,employee_priority,backout_plans,item,category,created_by_group,exception_justification,emergency_,customer_impact_desc,related_problem,related_problem_db,person_address1,person_address2,region,person_siteID,person_city,person_country,hostname,requester_group_cd,description,category_cd,lead_time,outage_state
8/25/2023 17:30,8/25/2023 5:30,Approved,ATT-IT-ENTRPRS-NTWK-SWITCH,SLT2/CBBH/PRD4 :  SWITCH  26.0.0.25  Install on West Test System.,CHG000008642401,Low,8/29/2023 0:17,SWITCH,8/29/2023 0:17,Successful,99,8/29/2023 0:17,8/25/2023 5:30,Software,8/16/2023 5:41,Non-Disruptive,Business Requirement,8/25/2023 17:30,8/25/2023 5:30,Active,AT&T,Unknown,"If necessary, EGI will backout of this release. We will restore the source libraries.

Back out steps:  
1. Application will be brought down.
2. ROCC will be contacted to bring down the MPRs if necessary.
3. All the backed out libraries before this install will be renamed as online libraries.
4. ROCC will be contacted to bring up the MPRs if necessary.
5. Application will be brought up.

Application support will be doing the Sanity Testing in order to make sure whether the release (26.0) is in effective currently. The testing of /FOR VCCWHO*, where * refers the entity will show which release is effective currently.",NON-PROD,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-ENTRPRS-NTWK-SWITCH,"SLT2/CBBH/PRD4 :  SWITCH  26.0.0.25  Install on West Test System.


GTOC-CM website for more information - http://ChangeManagement.it.att.com",Software,,
9/3/2023 11:00,9/2/2023 23:00,Approved,ATT-IT-IBM-MO-MF-MVS-SUPPORT,KC09 (PC00):cTmainframe:z/OS 2.4 Regular IPL:KNBNJE2,CHG000008660626,Low,9/4/2023 12:27,PC00,9/4/2023 12:27,Successful,0,9/4/2023 12:27,9/2/2023 23:00,Software,8/22/2023 7:29,Disruptive,Maintenance (Preventative),9/3/2023 11:00,9/2/2023 23:00,Active,AT&T,0,follow the task,System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-MF-MVS-SUPPORT,,Software,,
9/23/2023 20:00,9/23/2023 8:00,Approved,ATT-IT-IBM-MO-MF-STOR-PERF-CFG,"IBM CE to install 7 VTDs Execs, Microcode 8.52.103.23 and TSSC 9.4.14 in STL eVault SDTSVE00 (grid DC003)",CHG000008680950,Low,9/25/2023 12:36,SDTSVE00,9/25/2023 12:36,Successful,0,9/25/2023 12:36,9/23/2023 8:00,Hardware,8/30/2023 5:42,Disruptive,Maintenance (Preventative),9/23/2023 20:00,9/23/2023 8:00,Active,AT&T,0,"If no Backout is required, explain why:
If Backout is required (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

-  THE SSR DOES NOT BACKOUT , BUT WORKS WITH PE
  
2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

-  VALIDATION WILL BE DETERMINED BY SSR RUNNING   
   DIAGNOSTICS.

3. Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:

-  THIS WOULD BE VALIDATED BY SUCCESSFUL 
   DIAGNOSTICS AND THE TAPE LIBRARY COMING ONLINE
   AND OPERATIONAL.",Tape,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-MF-STOR-PERF-CFG,"IBM CE to install 7 VTDs Execs, Microcode 8.52.103.23 and TSSC 9.4.14 in STL eVault SDTSVE00 (grid DC003)

Change related to CR# CHG000008677479 - ABS/MS",Hardware,,
9/13/2023 4:00,9/13/2023 2:00,Approved,ATT-IT-IBM-MO-MF-MVS-SUPPORT,SL04 (BSYS) : cS Mainframe : REG IPL Maintenance : NHTEST: CIRATS,CHG000008681512,Low,9/13/2023 9:16,BSYS,9/13/2023 9:15,Successful,99,9/13/2023 9:16,9/13/2023 2:00,Software,8/30/2023 8:02,Disruptive,Maintenance (Preventative),9/13/2023 4:00,9/13/2023 2:00,Active,AT&T,Unknown,"Backout (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

ROCC to contact MVS Support Oncall to have the system re-IPL using old parms.

Old-parms are listed under TASK PLANS.

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

ROCC is to determine that the system has successfully initialized, and users can logon.

3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":

System is back to the old maintenance level.",NON-PROD,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-MVS-SUPPORT,"## 2023 maintenance IPL z/OS 2.4 xxxxxx  ##

Answer the 3 required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done):
      Implementation of normal operating system maintenance and approved work requests.

2.  Business Reason (WHY is this change being performed):
      Maintain required for software currency, system stability, and to implement approved customer requests.

3.  What will be the negative Impact to the business if the Change is Not Implemented?
      If change is not implemented, we will be back-leveled and could suffer problems and/or outages, and miss due dates on customer requests.

ACM website for more information - http://ChangeManagement.it.att.com

## CIRATS ##

The following CIRATS related information should be added to the Description field of the IPL Change Request by the MVS-Tech:
CIRATS PTF UI91983 PH53744 nnnnnnnnn SIA-MVS-2023.07-nn LE              
CIRATS PTF UI92054 PH54737 nnnnnnnnn SIA-MVS-2023.07-nn JAVA 8.0 31     
CIRATS PTF UI92065 PH54356 nnnnnnnnn SIA-MVS-2023.07-nn LIBERTY         
CIRATS PTF UI92066 PH54890 nnnnnnnnn SIA-MVS-2023.07-nn LIBERTY         
CIRATS PTF UI92067 PH54735 nnnnnnnnn SIA-MVS-2023.07-nn JAVA 8.0 64     
CIRATS PTF UI92124 PH54812 nnnnnnnnn SIA-MVS-2023.07-nn DEBUG 16        
CIRATS PTF UI923",Software,,
9/24/2023 15:00,9/24/2023 6:00,Approved,ATT-IT-IBM-MO-MF-DBA-ATTCT,OAKNJE1:  H2J0:cTmainframe:SERVICE DELIVERY:DB2 UTS conversion reorgs:Oaknje1,CHG000008730533,Low,9/24/2023 17:02,AL10 Db2 Applications,9/24/2023 17:00,Successful,0,9/24/2023 17:02,9/24/2023 6:00,Software,9/18/2023 8:38,Non-Disruptive,Maintenance (Preventative),9/24/2023 15:00,9/24/2023 6:00,Active,AT&T,0,"If no Backout is required, explain why:
No Backout Required.  



If Backout is required (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

3. Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:",Application,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-IBM-MO-MF-DBA-ATTCT,"H2J0 OAKNJE1 P2MP
H2J0 OAKNJE1 P2M4
H5J0 OAKNJ31 P2ML
1.  Brief Description of Change (WHAT is being done):
 Altering and Reorging 6 Tablespaces

2.  Business Reason (WHY is this change being performed):
Converting Simple Tablepaces to Universal Tablespaces because Simple Tablespaces are deprecated after Db2 5.08
3.  What will be the negative Impact to the business if the Change is Not Implemented?
It is a requirement because of deprecation in Db2.


For any emergency changes created after 5 PM ET for that night's maintenance window, please contact the On call/After Hours Contact number @ 919-666-5265

GTOC Change Management Sites:
<https://workspace.web.att.com/sites/ChangeMan/default.aspx>
<https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management>",Software,,
10/14/2023 18:30,10/14/2023 17:00,Approved,ATT-IT-IBM-MO-IGAB-AUTOSUP,MVSAP6cT Mainframe:ABSMS:CNMS - Weekly Automation Changes.,CHG000008733854,Low,10/16/2023 7:31,CNMS,10/16/2023 7:31,Successful,0,10/16/2023 7:31,10/14/2023 17:00,Software,9/19/2023 7:27,Non-Disruptive Due to Redundancy,Other,10/14/2023 18:30,10/14/2023 17:00,Active,AT&T,0,"Backout (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
MESSAGE TABLE BACKOUT:
-----------------------------------------
19:15 - 19:30 ET: FOR MESSAGE TABLE ERRORS: Correct error in master library on Focal Point Repository. Perform WAC build, reship, and load    === > to load issue ACF ATLOAD 
CONFIG FILE BACKOUT:
-----------------------------------
19:15 - 19:30 ET: Delete the newly created GDG, get previous GDG dataset name that was in use 
 Issue command to refresh, specifying the previous GDG dataset name  === > To reload issue INGAMS REFRESH
DSIOPF FILE BACKOUT:
-------------------------------------
19:15 - 19:30 ET: FOR DSIOPF / SECURITY TABLE ERRORS: Correct errors in master dataset on Focal Point repository host.   
Perform WAC build.  Ship to target host the following                           
From SYSU.domain.DSIOPF, ship full dataset to SYSU.NETV.domain.DSIOPF
From SYSU.domain.DSIPARM ship DSISECUR, RMTSECOP, SECCMDOP, SECGROP,SECTABLE    
From NCCF issue tests:
 REFRESH OPERS,TEST
 REFRESH CMDAUTH=TABLE,TBLNAME=SECTABLE,TEST
 To ensure members are not in storage, issue from NCCF 
  DROPMEM DSIPARM.SDCOPF
 Issue Load command    AATUTIL OPERS
CLIST BACKOUT
--------------------
19:15 - 19:30 In master clist library on Focal Point repository, rename your backup copy of clist back to what it was
 Ship clist to target host dataset SYSU.NETV.SDC.CNMCLST
 Issue DROPMEM DSICLD.member name to ensure not in storage
For AAT updates: If there is a need to recover, for any reason, a CPRESS to each library should be again done, and then copy from SYSU.NETV.AATMSTR.V3M3DIST.* where * is indicated as above, to each of the corresponding SYSU.NETV.AATBASE.* libraries.

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
VALIDATION: (Message Table) is successful load of Message Table from ACF ATLOAD command
VALIDATION:  (Policy)is successful load of policy from INGAMS REFRESH command        
VALIDATION (DSIOPF) is successful load of the security and opf members from the AATUTIL OPERS command
VALIDATION - (CLIST) Issue BR membername    ensure backed out member is being viewed.


3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":
Backout is confirmed successful as noted in the Backout Validation steps",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-IBM-MO-IGAB-AUTOSUP,"Answer the 3 required items below (please provide answers at end of each item):. 

1.  Brief Description of Change (WHAT is being done):
     Add/Remove/Modify Automation policy entries, clists, message tables, and opids per 
     received automation requirements, for given resources under automations control.  

2.  Business Reason (WHY is this change being performed):
      BUSINESS REASON:  Ensures automation currency and continued successful automation 
      monitoring of resources within automation

3.  What will be the negative Impact to the business if the Change is Not Implemented?
     If change is not implemented, automation currency will be effected.

ACM website for more information - http://ChangeManagement.it.att.com",Software,,
10/8/2023 2:45,10/7/2023 23:45,Approved,ATT-IT-IBM-MO-MF-SSFW-DB2,"cB; APLEX; O1SY, O2SY, A6SY, K1SY, L1SY, M1SY, T3SY; cB Mainframe:Service Delivery: Apply PDO 2043.8 + Early Code.",CHG000008762118,Low,10/9/2023 8:40,Db2,10/9/2023 8:40,Successful,0,10/9/2023 8:40,10/7/2023 23:45,Software,9/28/2023 6:41,Disruptive,Maintenance (Preventative),10/8/2023 2:45,10/7/2023 23:45,Active,AT&T,0,"If Backout is required 

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab: 

   a.) DB2 Support will run DBss.INSTALL(LOADBKOF ) job to have the previous code in place.
   b.) Bounce on DB2 subsystem will be required.

Provide the ""Beginning Backout Date/Time/TimeZone"" : 10/08/2023   00:15am CT - O1/O2.
                                                                                          10/08/2023   01:15am CT - A6/K1/L1/M1/T3.

2.  List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab: 

Check that DB2's subsystems are up and running.

3. Indicate ""Exactly how this Backout will be confirmed as Successful"": 

Fallback will be confirmed as successful when DB2 subsystem/s are up and running.",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-SSFW-DB2,"Answer the 3 required items below (please provide answers at end of each item):

1. Brief Description of Change (WHAT is being done?):  
   Apply PDO 2043.8 and Early Code on:

APLEX
O1SY(DBOB), 
O2SY(DBOA), 
A6SY(DBAA), 
K1SY(DBKA), 
L1SY(DBLA), 
M1SY(DBMA), 
T3SY(DBTA).

2. Business Reason (WHY is this change being performed):  
    Fixes to known DB2 problems.


3. What will be the negative Impact to the business if the Change is Not Implemented?
    No impact, change will have to be rescheduled.


ACM website for more information - http://ChangeManagement.it.att.com",Software,,
10/2/2023 16:00,10/2/2023 7:00,Approved,ATT-IT-IBM-MO-IBMT-WEBSPHERE,Apply WebSphere 8.5.5 FP 24 and Interim Fixes,CHG000008765472,Low,10/2/2023 8:22,WebSphere,10/2/2023 8:22,Successful,99,10/2/2023 8:22,10/2/2023 7:00,Software,9/29/2023 7:50,Disruptive,Security,10/2/2023 16:00,10/2/2023 7:00,Active,AT&T,Unknown,"If no Backout is required, explain why:


If Backout is required (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
Backout plan is attached on the Assessment tab


2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
Backout plan is attached on the Assessment tab


3. Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:
Backout plan is attached on the Assessment tab",Application,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-IBMT-WEBSPHERE,"Answer the 3 required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done):
Apply Security WebSphere 8.5.5 Interim Fixes

2.  Business Reason (WHY is this change being performed):
Fix security vulnerability

3.  What will be the negative Impact to the business if the Change is Not Implemented?
Security vulnerabilities would be available for exploit

ACM website for more information - http://ChangeManagement.it.att.com",Software,,
10/18/2023 15:00,10/13/2023 16:00,Approved,ATT-IT-IBM-MO-IBMT,"Kyndryl - Monthly MS Patches, Security Maintenance and Vulnerability",CHG000008766647,Low,10/19/2023 9:03,"Vcenter, SA-IOM, ESXi, Windows Servers 2019, DB2",10/19/2023 9:02,Successful,0,10/19/2023 9:03,10/13/2023 16:00,Software,9/29/2023 13:04,Non-Disruptive Due to Redundancy,Security,10/18/2023 15:00,10/13/2023 16:00,Active,AT&T,0,"If no Backout is required, explain why:

If Backout is required (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

A) To log in in each server listed on affected CI and uninstall the respective patches.

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

A) Check in WSUS dashboard if the patch was successfully removed.

3. Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:

A) In the WSUS dashboard the patch must not be listed.",System Software,AT&T,,No Leadtime Issue,Emergency,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-IBMT,"WSC - This CR is in support of CRP 5904 - Windows Security Patching CRP (Second Tuesday - Thursday)

NON-HRP - Change will not affect Mobility 
NON-CRP - Change will not affect CRP

Answer the 3 required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done):
Install MS security patches and any other secuirty upgrades or fixpacks on all supported Windows servers.
Install Vmware Patch on ESXi and Vcenter Servers
Fix Non compliant issue and Vulnerability Scan

2.  Business Reason (WHY is this change being performed):
Security patching and compliance

3.  What will be the negative Impact to the business if the Change is Not Implemented?
This is an AT&T and IBM security requirement and not installing patches could make Windows based machines vulnerable to OS security breaches.

ACM website for more information - http://ChangeManagement.it.att.com

Server list
========
MOSTLS1ECS51A01.itservices.sbc.com
MOSTLS1IOMSRV04.itservices.sbc.com
MOSTLS1IOMSRV05.itservices.sbc.com
MOSTLS1IOMSRV06.itservices.sbc.com
MOSTLS1ITARPW01.itservices.sbc.com
MOSTLS1ITARTW01.itservices.sbc.com
MOSTLS1SMTDBP01.itservices.sbc.com
MOSTLS1SMTESX01.SLDC.SBC.COM
MOSTLS1SMTESX02.SLDC.SBC.COM
MOSTLS1SMTESX03.SLDC.SBC.COM
MOSTLS1SMTESX04.SLDC.SBC.COM
MOSTLS1SMTF1S01.itservices.sbc.com
MOS",Software,,
,,Approved,ATT-IT-IBM-MO-MF-SSFW-DB2,SD11:cS Mainframe:Service Delivery: Db2 V13 preparation work.,CHG000008766687,Low,10/2/2023 9:30,Db2,,Unkonwn,0,10/2/2023 9:30,10/19/2023 8:00,Software,9/29/2023 13:57,Non-Disruptive,Maintenance (Preventative),10/19/2023 11:00,10/19/2023 8:00,Active,AT&T,0,"Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab 

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

	Fallback to the previous Function Level:

	Activate Function Level V12R1M508	
	DB2 Support will execute: dbss.INSTALL(V12TIJAF) With control card: ACTIVATE FUNCTION LEVEL(V12R1M508)
	Db2 Command: DISPLAY GROUP DETAIL

 
2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

   Check job's output executed and Db2 Command: DISPLAY GROUP DETAIL

    /-DBSS DISPLAY GROUP DETAIL (Output)

    DSN7100I  -DBSS DSN7GCMD                                               	
    *** BEGIN DISPLAY OF GROUP(........) CATALOG LEVEL(V12R1M507)          
                      CURRENT FUNCTION LEVEL(V12R1M510)                    
                      HIGHEST ACTIVATED FUNCTION LEVEL(V12R1M508)          
                      HIGHEST POSSIBLE FUNCTION LEVEL(V12R1M508           
                      PROTOCOL LEVEL(2)                                    	
                      GROUP ATTACH NAME(....)                              	
    ------------------------------------------------------------------------------------------------------------------------------------------  	
    DB2          SUB                     DB2    SYSTEM    IRLM             	
    MEMBER   ID  SYS      CMDPREF   STATUS   LVL        NAME    SUBSYS  IRLMPROC  
    ---------------    ----  -------      ----------------    --------------   -----------    ----------    -------------   ------------------  	
    ...............      0  DBSS    -DBSS         ACTIVE   121510    LPAR     DRSS      DBSSIRLM  
    ------------------------------------------------------------------------------------------------------------------------------------------  	
    SPT01 INLINE LENGTH:        32138                                      	
    *** END DISPLAY OF GROUP(........)                                     	
    DSN9022I  -DBSS DSN7GCMD 'DISPLAY GROUP ' NORMAL COMPLETION

   Where DBSS = Db2 Susbysem ID.



3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":

   Check job's output executed if Return Code 00 and Db2 Command: DISPLAY GROUP DETAIL with  CATALOG LEVEL(V12R1M507) and ACTIVATED FUNCTION LEVEL(V12R1M508).",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-SSFW-DB2,"Answer the 3 required items below (please provide answers at end of each item):

1. Brief Description of Change (WHAT is being done?):
	
   CATMAINT UPDATE and ACTIVATE FUNCTION LEVEL to Db2 V13 Migration on SD11 - CE90(DGX1, DB2P, DBP3, DBP5), CD90(DGX2), JA90(DGX3).


2.Business Reason (WHY is this change being performed?):
 
   Required for DB2 Ver 13 Migration. 


3.What will be the negative Impact to the business if the Change is Not Implemented?

    No impact, but change will have to be rescheduled. DB2 Ver 12 could go out of service.

ACM website for more information - http://ChangeManagement.it.att.com",Software,,
10/6/2023 15:00,10/6/2023 5:00,Approved,ATT-IT-IBM-MO-MF-APPL,DCS (HE) ABS:cTmainframe:Customer Care Billing:Application ship:oaknje1,CHG000008770697,Low,10/6/2023 15:33,DCS(*),10/6/2023 15:32,Successful,0,10/6/2023 15:33,10/6/2023 5:00,Software,10/2/2023 9:12,Non-Disruptive,Project Requirement,10/6/2023 15:00,10/6/2023 5:00,Active,AT&T,0,"Backout (All Items below MUST be answered):
1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
Follow standard back-out procedures which Backs out all changes to previous version of the code, and Scheduling libraries(if applicable).
The Standard backout procedure (is understood to be the ESP tool) which automates the backout.

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
All interested parties will verify that the date/time stamps on all changed components match exactly that of the same components loaded in the original backup libraries.


3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":
The backout validation steps followed and determined successful and the application will be running as expected.",Application,AT&T,,No Leadtime Issue,Scheduling,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-IBM-MO-MF-APPL,"Team B  DCS(HE)  

Answer the 3 required items below (please provide answers at end of each item):



 ..............................................................................................................................


Application ...: DCS
System ........: CR60
PACKAGE .......: DCSX000924
CM ............: 8770697
INSTALL DATE ..: 10/06/2023
TICKET ........: AOTS#322253537:PL01 - PL01H483 - DCS PL01 Abend Code: U0060

 

Application ...: DCS
System ........: ISSA, PL01
PACKAGE .......: DCSX000918
CM ............: 8770697
INSTALL DATE ..: 10/06/2023
PROJECT .......: 401587dc: CBS-DCS Conversion


...............................................................................................................................

1.  Brief Description of Change (WHAT is being done): 

2.  Business Reason (WHY is this change being performed):

3.  What will be the negative Impact to the business if the Change is Not Implemented?	




For any emergency changes created after 5 PM ET for that night's maintenance window, please contact the On call/After Hours Contact number @ 919-666-5265

GTOC Change Management Sites:
<https://workspace.web.att.com/sites/ChangeMan/default.aspx>
<https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management>",Software,,
10/5/2023 21:00,10/5/2023 13:00,Approved,ATT-IT-IBM-MO-MF-STOR-PERF-CFG,"INFORMATION ONLY: STORAGE:cS:mainframe: SLT0, SLT1, SLT2 - Reclaim DASD",CHG000008784699,Low,10/9/2023 6:08,DASD,10/9/2023 6:08,Successful,0,10/9/2023 6:08,10/5/2023 13:00,Process,10/5/2023 12:52,Non-Disruptive,Information Purposes Only,10/5/2023 21:00,10/5/2023 13:00,Active,AT&T,0,"Backout (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the """"Backout Steps"""" OR you may provide a """"High Level Summary"""" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
Run TDMF Jobs pointing the previous source volser now as the target and run TDMF jobs.


2. List the """"Backout Validation Steps"""" OR provide a """"High Level Summary"""" here IF a Detailed Backout Plan is attached to the Assessment Tab or details Check during the runs of TDMF jobs (agent and monitor) that both are runnin under the same storage complex and check the TDMF monitor panel.

3. Indicate """"Exactly how this Backout will be Confirmed as Successful"""":
TDMF job must have a CC00 or CC04 at least (in CC04 it must be checked the integrity of both source and target volumes, they must contain exactly the same amount of datasets and and same dscb).",Information Only,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-MF-STOR-PERF-CFG,"Description:
This is a change record for an SOP activity. 

Reclaim empty IMS LOG volsers I%%%L%

GTOC Change Management Sites:
https://workspace.web.att.com/sites/ChangeMan/default.aspx 
https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management",Process,,
10/19/2023 0:30,10/18/2023 1:00,Approved,ATT-IT-AMDOCS-BILLING-APPS-SUP,"West Due 10-18-MWR 2055993-West Billing Hold Bill(1653)CY=4601-Update Access needed for HBD.HOLD_BILL,HBD.HB_ACCT_HIST,HBD.DSPLY_GRP_DATA,HBD.VCHR table,Hold B11x,B12x&",CHG000008815973,Low,10/18/2023 12:21,Billing,10/18/2023 12:20,Successful,0,10/18/2023 12:21,10/18/2023 1:00,Process,10/17/2023 8:15,Non-Disruptive,Other,10/19/2023 0:30,10/18/2023 1:00,Active,AT&T,0,See OIG.,Batch Only,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-AMDOCS-BILLING-APPS-SUP,"MWR 2055993 - WEST Billing Hold Bill (1653) CY=4601-CICS production region access -Update Access needed for HBD.HOLD_BILL , HBD.VCHR table in West Region CE90. DB2 Request  #21414,#21415 .Hold & Release jobs B11x,B12x&B11T. (X=1 to 9)

Answer the required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done):
Update access is needed on four tables HBD.HOLD_BILL , HBD.VCHR
2.  Business Reason (WHY is this change being performed):
MWR 2055993.

3.  What will be the negative Impact to the business if the Change is Not Implemented?
The concerned BTN will have incorrect amount .

For any emergency changes created after 5 PM ET for that night's maintenance window, please contact the On call/After Hours Contact number @ 919-666-5265


GTOC Change Management Sites:
https://workspace.web.att.com/sites/ChangeMan/default.aspx 
https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management",Process,,
